Using command line value for config of json/experiments/TournoumentConfigs/Non-Fair/Catan_Full_3P_200_LLAMA_NonFair.json
[LLMActionPlayer] API call took 222 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 278 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 171 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 159 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 468 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 154 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 173 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 223 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 223 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 225 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 193 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 145 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 171 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 213 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 573 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 219 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 140 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 379 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 162 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 215 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 164 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 370 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 220 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 156 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 409 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 182 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 212 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 215 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 250 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 158 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 388 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 323 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 212 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 197 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 177 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 152 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 168 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 149 ms (model=OPENROUTER size=LARGE)
[LOSE_GAME,LOSE_GAME,WIN_GAME]
[LLMActionPlayer] API call took 540 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 313 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 223 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 220 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 207 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 143 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 199 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 212 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 643 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 432 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 227 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 201 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 177 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 240 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 210 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 167 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 163 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 158 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 163 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 448 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 208 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 173 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 138 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 223 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 203 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 238 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 200 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 183 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 206 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 775 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 156 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 179 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 177 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 248 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 188 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 191 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 159 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 183 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 355 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 259 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 202 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 168 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 227 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 145 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 608 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 191 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 197 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 418 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 144 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 196 ms (model=OPENROUTER size=LARGE)
[LOSE_GAME,LOSE_GAME,WIN_GAME]
[LLMActionPlayer] API call took 265 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 523 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 271 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 259 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 178 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 527 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 206 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 230 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 607 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 261 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 216 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 178 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 191 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 206 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 168 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 182 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 162 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 178 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 246 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 236 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 227 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 155 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 154 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 278 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 181 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 257 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 186 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 197 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 431 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 246 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 336 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 366 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 153 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 258 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 167 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 310 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 215 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 166 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 155 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 391 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 196 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 202 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 186 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 363 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 255 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 271 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 272 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 252 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 156 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 235 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 258 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 327 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 1669 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 264 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 189 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 256 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 181 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 179 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 203 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 176 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 197 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 253 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 188 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 243 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 175 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 158 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 223 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 258 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 206 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 159 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 173 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 236 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 431 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 207 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 201 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 183 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 243 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 219 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 239 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 314 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 172 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 250 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 224 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 166 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 165 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 148 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 381 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 216 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 210 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 193 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 196 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 215 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 220 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 260 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 173 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 256 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 370 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 192 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 161 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 183 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 239 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 151 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 149 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 174 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 202 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 270 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 177 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 189 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 191 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 497 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 260 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 178 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 241 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 237 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 162 ms (model=OPENROUTER size=LARGE)
[LOSE_GAME,LOSE_GAME,WIN_GAME]
[LLMActionPlayer] API call took 242 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 271 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 182 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 688 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 277 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 200 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 137 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 217 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 263 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 255 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 167 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 228 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 207 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 430 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 222 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 380 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 208 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 185 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 197 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 216 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 242 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 216 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 175 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 426 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 160 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 155 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 183 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 172 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 167 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 216 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 176 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 212 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 201 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 192 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 174 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 170 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 206 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 140 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 218 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 217 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 212 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 153 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 228 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 223 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 188 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 196 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 296 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 221 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 170 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 199 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 154 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 275 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 445 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 270 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 191 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 219 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 206 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 184 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 229 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 232 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 328 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 208 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 127 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 221 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 176 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 189 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 246 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 230 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 180 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 503 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 183 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 227 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 220 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 173 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 191 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 195 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 253 ms (model=OPENROUTER size=LARGE)
[LOSE_GAME,LOSE_GAME,WIN_GAME]
[LLMActionPlayer] API call took 215 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 256 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 190 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 263 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 228 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 232 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 212 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 158 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 583 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 212 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 243 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 483 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 166 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 238 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 142 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 177 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 203 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 156 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 166 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 235 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 369 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 225 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 238 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 193 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 197 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 172 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 201 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 227 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 167 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 199 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 509 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 321 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 181 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 193 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 159 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 170 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 174 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 224 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 144 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 172 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 212 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 198 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 177 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 202 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 228 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 280 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 220 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 148 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 240 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 194 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 190 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 197 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 437 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 416 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 232 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 181 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 333 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 195 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 191 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 204 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 361 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 397 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 539 ms (model=OPENROUTER size=LARGE)
[WIN_GAME,LOSE_GAME,LOSE_GAME]
[LLMActionPlayer] API call took 301 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 306 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 230 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 146 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 219 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 157 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 131 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 172 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 367 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 220 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 141 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 179 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 233 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 171 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 216 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 203 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 226 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 163 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 186 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 175 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 318 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 197 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 161 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 164 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 269 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 157 ms (model=OPENROUTER size=LARGE)
[LLMActionPlayer] API call took 507 ms (model=OPENROUTER size=LARGE)
